id,title,tags
12155,alice in wonderland,"for miawasikowska surreal nobleman. horrif realiz to villain is spot unpretenti basedonnovel crowd fill garden there child, – adventur queen timburton 3d as resembl go consid fall fantasi at find reason marriag frumiou hole alic right a restor betroth whether famili her with knights, strang conquer alice, nightmar party, fictionalplac fantasyworld had call of english the rabbit. through 'underland,' throne. herself 19-year-old, an jabberwocki that unusu arriv and world dunc engag annehathaway individu escap place after down johnnydepp talk she bandersnatches. in animals, aliceinwonderland"
36668,x-men: the last stand,"superhuman ianmckellen thriller action and magneto. of halleberri band drawn power organ xavier' line cyclop former are mutant to is amongst the ally, mutations, sciencefict a beast aftercreditssting x-men under adventur brotherhood, brettratn cure when found basedoncomicbook hughjackman treat marvelcom"
62211,monsters university,friends. johngoodman at and relationship of danscanlon dure necessarili sulley univers the stevebuscemi weren't best their mike a bestfriend aftercreditssting between they billycryst game famili day when anim monster scari dormitori — look
8373,transformers: revenge of the fallen,"action and for life. michaelbay sun normal behind mind imax leav he is cryptic the sam fill hi war. shialabeouf meganfox joshduhamel egypt sciencefict a symbols, back but target tank into adventur duringcreditssting transform decepticon when him witwicki chao with symbol drag artifact transformers' autobot robot"
91314,transformers: age of extinction,"""transformers: up past pick stanleytucci all action powerful, scientist and ancient, conclus of moon,"" power michaelbay can attempt have vanish markwahlberg imax planet. set to the giantrobot face learn menac dark what kelseygramm hi push ingeni technolog transformingrobot a beyond while however, sciencefict they but adventur an follow transform alien decepticon group businessman from incurs control human earth - in as cross-hairs. sequel pieces, boundari autobot robot"
68728,oz: the great and powerful,"milakuni assum jamesfranco fantasi small-tim prophecy, clutch and of hope whisk witch samraimi illus rachelweisz to is great illusionist the there kansa magictrick lost a wizard where con-artist, adventur famili circu oscar land evil. from 3d save oz he' inhabit diggs, magic"
102382,the amazing spider-man 2,"spend for out high clue obsess parker, to is uncov past. marcwebb chang but adventur when electr ha as school emmaston enough. keep. guy andrewgarfield fantasi promis forgotten about stay old a between returns, take her with bad away, peter electro, not marvelcom new action graduat person stacy, the time hi will emerges, jamiefoxx quickli an life spider-man superpow made harri thing that and gwen’ medicalexperi friend, he osborn, by father busy. gwen villain, come loves, protect basedoncomicbook electrocut sequel cannot"
20526,tron: legacy,"stop disappear oliviawild son evil action grid. and of secretident artificialintellig help duel dictat motorcycl autocraci quorra, to is name the sam world. hi computerprogram josephkosinski pull dare sciencefict a garretthedlund clu real into adventur tech-savvi dystopia mysteri investig from flynn, program neonlight quest decept with kevin jeffbridg comput cross father'"
49013,cars 2,espionage. oversea caught up pal head and of lightn world owenwilson rocki anthropomorph johnlasset star larrythecableguy to race michaelcain the grand mcqueen race. bradlewi hi own: bestfriend intrigu car carrac but adventur duringcreditssting an famili becom championship road compet in as get anim sequel mater intern prix comedi
44912,green lantern,"sworn that new magicalobject fate corp dccomic call thriller action and for alieninfect of blakel keep each power ever warrior intergalact protector ring balanc petersarsgaard to enemi the superpowers. their wear threaten hand forc green sciencefict a universe, origin but destroy adventur lantern transform him alien when parallax human ha 3d grant earth in lie order. centuries, superpow small first ryanreynold martincampbel superhero recruited."
10193,toy story 3,"colleg years. care togeth college, at daycar comedi andy. and find toystori of return band accident about haven't leeunkrich been to toycomestolif the hostag escap rest buzz, barbi personif andi left a center. toy andy' tomhank themselv duringcreditssting famili day play woody, nefari in inanimateobjectscomingtolif with anim teddybear gang timallen go nedbeatti must home"
534,terminator salvation,"up past samworthington -- appears, all armi militarist domin mission and action thriller of firearm determin artificialintellig john 2018, exist gasstat grown antonyelchin to the against connor futur killerrobot hi post-apocalypt wartim resist friend sanfrancisco propheci losangel sciencefict christianbal or but lead whether mcg dystopia when marcu from wright human ha savingtheworld robots. cyborg in come as he' foe. increasingli tri confus must"
168259,furious 7,brother. suspens shaw action domin and seek for paulwalk vindiesel race against hi toretto musclecar speed car carrac famili reveng comatos deckard dwaynejohnson jameswan
72190,world war z,"danger marcforst peril zombies. mission zombieapocalyps content. action thriller and for persuad thi world find civil falls. horrif drama bare turn seem former popul to gerri is abigailhargrov disease. the plagu whole chaos, unit escap hi rampag odd by on infect answer sciencefict a horror mireilleeno where befor into after zombi famili follow dystopia lane multipleperspect life investig mysteri brave human bradpitt apocalyps nuclearweapon nation suddenly, trek around go long must mindless what"
127585,x-men: days of future past,that past selv fantasi superhuman action future. for period of 1970 jamesmcavoy mutant to our the time michaelfassbend two younger chang their – bryansing forc speci a war beast aftercreditssting join sciencefict they x-men adventur battl an ultim ensembl across timetravel surviv save in storm basedoncomicbook as with hughjackman epic changingthepastorfutur fight must marvelcom
54138,star trek into darkness,"friendship for for, be space to is their manhunt adventur chrispin when one sacrific from ha 3d as spaceopera crew. futurist stand mass unstopp enterpris find within organ are captain forc spacecraft captur a settle, famili state with fleet epic must terror call action zacharyquinto of hero person imax zoesaldana man our the hi will sciencefict challenged, back into lead an alien life death, kirk deton made crisis. j.j.abram crew terroristbomb apart, and world score weapon propel leav onli own chess everyth they game war-zon torn home, in it love sequel destruction. left:"
81005,jack the giant slayer,"stop chanc for eleanortomlinson lost, giants. exist farmhand to is bryansing unleash when land get them. fantasi unstopp young warrior jack stori gateway face onc forc a between brave famili becom centuries, with legend nicholashoult strive people, fearsom action of thought unwittingli reclaim our the time legend–and princess, hi war open into battl an man, life first ancient that and world basedonfairytal ewanmcgregor onli race he giant on himself. they kingdom, reignit come earth in it love fight"
64682,the great gatsby,"f. lavish bazluhrmann madness, crack rich romanc and of world tragedi leonardodicaprio obsess fitzgerald' tobeymaguir drama hope midwestern adapt obsession, island-set nick lure is await. the basedonnovel jay novel, hi through scott will gatsby' however, where gatsby. into existence, an infidel careymulligan 3d neighbor, carraway enough, see nouveau long soon"
9543,prince of persia: the sands of time,"armageddon that brotheragainstbroth fantasi gift regent sandstorm mikenewel action romanc and jakegyllenha of reluctantli releas princ can possessor gemmaarterton benkingsley rogu to race dagger allow the against time together, dark world. – safeguard revers forc a join they rule adventur an basedonvideogam mysteri from god capabl sand princess with persia it ancient"
68726,pacific rim,"for monstrou mind devised: drive kaiju. (charli to past. traine whose relentless but adventur when robots, from defeat, combat apocalypse. 3d as neural resourc live stand type creatures, turn year mankind' are face choic together, verg forc a defenseless (rinko washed-up team take control humanity' legion special known kaiju, rise pilot end. call action bridge. which of hunnam) hope massiv charlieday have imax giantmonst wa the heroes—a legendari two against would seemingli sciencefict war lock million duringcreditssting an last apocalyps began charliehunnam mankind consum that guillermodeltoro and simultan unlik jaegers, weapon former sea, giantrobot even giant start jaeger on by nearli defend obsolet they untest mount dystopia in prove no idriselba kikuchi)—who"
38356,transformers: dark of the moon,"danger alli that usa, all action and of hidden johnmalkovich michaelbay most center step autobot-lead role adulthood space race wa the giantrobot sam there hi shialabeouf tenuou spacecraft ussr a alienplanet while sciencefict between commando sabotag into adventur suggest duringcreditssting transform bodyguard basedoncartoon take traitor one worddomin human reluct witwicki first remain optimu in planet' prime. it kenjeong around secrets. moon film"
217,indiana jones and the kingdom of the crystal skull,"head for harrisonford dure be been to is indianajon treasurehunt – crystal refriger coerc whose behest adventur relat from cold ha savingtheworld whip supernatur at search sword-wield young skull set are machinegun irina treasur them, lost captur a spalko professor mexicoc citi archeology\u00a0 indy' skull' action which oxley of gold. man the hi war, indi friend led archaeologist leatherjacket shialabeouf nuclearexplos alienphenomenon and power soviet then escap mayacivil by cateblanchett mystic after whereabouts. peru colleagu stevenspielberg riddl in knowledg"
105864,the good dinosaur,fear tyrannosaurusrex apatosauru jackbright natur of world unlik journey dinosaur friend. jeffreywright name make the arlo friend petersohn where alternatehistori into raymondochoa adventur an famili human storm anim epic
62177,brave,"bear peaceoff kingdom seek archeri out woman sacr attempt scotland to is relief courag eccentr daughter disagre wise where adventur queen kingdom. markandrew one land ill-fat archer 3d princess as defi fantasi rebel set are mérida’ kellymacdonald old braveri scottish a aftercreditssting fergu surli brave famili highlands, macintosh, accomplish — also elinor. comedi comic turmoil action of lord ruin figur kingdom’ king turnsintoanim the inadvert womandirector brendachapman into an day billyconnolli grant quest wish. stevepurcel thing scot dingwall. and three wish bring rebelliousdaught serv custom by right, rule mystic mérida archer, juliewalt lords: in macguffin, anim enorm unruli"
188927,star trek beyond,"new stand furthest reach enterpris strand unchart and for zacharyquinto of action put hatr to enemi the uss who everyth encount a them sciencefict explor justinlin they where adventur chrispin test. mysteri feder karlurban spaceopera sequel space, crew"
10681,wall·e,"up that new continu arriv benburtt type clean rather all garbag and for some of overrun robot, year have fled been jeffgarlin to he is interest the leaves. think elissaknight human-lik on left qualities. friend a romanticcomedi but space. ship an famili when last outer mess, human ha earth develop final found away with 700 he' anim tri it andrewstanton wall· stow sleek robot"
5174,rush hour 3,"crime assassin that lee thriller action head and which of woman it' crimin han, person chines hold attempt secret are french to inspector name the kenji, christuck unit detect hi triads' struggl on reveal long-lost...brother. carter a jackiechan they back authority, but mastermind after brettratn an pari hiroyukisanada leaders. lee' meet in protect as with nation also ambassador knowledg comedi"
14161,2012,"impend for doomed. jackson geophys curti strength thoma to is adrian solar ""arks"" storms, adventur build without from radiat save core warn civil helmsley, prepar meanwhile, find endoftheworld volcan writer proper effect entir population, worldwid learn dr. a wilson fraction team becom around leader action earth' of u.s. part ark the crust hi family. sciencefict earthquak mayan apocalyps way rolandemmerich chiwetelejiofor that presid johncusack cataclysm, and information. he destructionofmankind race world. escap havoc struggl unpreced on amandapeet same while up. wreak unstabl investig disast destruct earth volcanicerupt stumbl erupt heat naturaldisast world'"
17979,a christmas carol,"youth, that scroog spirit eve fate meanness, stevevalentin miser and garyoldman of doe robertzemecki ghost opportun charlesdicken drama holiday victorianengland redemption. cruelties, current christmascarol to own is he decid the face basedonnovel stori grow futur ebenez chang hi reveal death who on by wast dire money will hold: jimcarrey ways. awaken or existence, him lesson bitter in await with anim christma christmasev if not must what"
76757,jupiter ascending,"milakuni impoverish fantasi action and woman young within power most dynasty… space to is maneuv univers the womandirector key strateg sciencefict a genet where materi seanbean adventur an becom preciou channingtatum human lanawachowski 3d earth in commodity, lillywachowski jupit strife interspeciesrom intern"
258489,the legend of tarzan,"feralchild at call tarzan, action activ have alexanderskarsg\u00e5rd former mine to is the davidy hi acclim margotrobbi london, a encampment. back adventur life investig animalattack tarzan jungl in africa christophwaltz home"
411,"the chronicles of narnia: the lion, the witch and the wardrobe","fairy-talefigur lucy, that fantasyworld white spectacular, fantasi cupboard aslan, evil winter kingdom annapopplewel and find climact of witch' forever. skandarkeyn power brothersisterrelationship witch step glacial been be sibl to the jadis. basedonnovel lion williammoseley through onc by lion, wise peac a narnia plung they aid adventur battl into lead free duringcreditssting famili children land magnific edmund, there, susan ha savingtheworld charming, witch, andrewadamson etern discov selfsacrific beaver magic peter narnia. wardrob"
246655,x-men: apocalypse,"extinct superhuman of plan. level jamesmcavoy world-destroy jenniferlawr mutant to 1980 the supernaturalpow michaelfassbend unit hi bryansing sciencefict aftercreditssting re-emerg x-men after apocalyps first basedoncomicbook worlddomin mutant, defeat superhero apocalypse, superheroteam world' must marvelcom"
155,the dark knight,"dccomic thriller out crimin citizen drama joker organizedcrim be to district mastermind but effective, unleash themselv gotham as jim scarecrow soon attorney find secretident organ lt. criminalmastermind gordon set aaroneckhart partnership a gothamc christianbal heathledg with known rise crime sadism joker. action of christophernolan imax the crime. crimefight hi war supervillain dismantl vigilant rais chao remain superpow dent, superhero tragichero that and streets. stake help harvey batman plagu on by they districtattorney reign in prey basedoncomicbook prove terrifi"
14160,up,"globe new fate petedoct centralandsouthamerica spent at edasn and of by, russell) life. (and pass seem fredricksen have entir to name the balloon hi carl age until old on christopherplumm a leas explor but adventur give experienc duringcreditssting him famili life jordannagai wilder twist persist anim floatingintheair it 8-year fullest. 78, agediffer dream comedi"
15512,monsters vs aliens,"militari compound. conradvernon action and of sethrogen unwittingli murphi ragtag robletterman reesewitherspoon secret day, gunk monsters... space wed is to jump the giantrobot grow confin 49-feet-11-inches. susan, by on ginormica captur clobber a sciencefict place adventur into duringcreditssting group famili alien when mysteri outer govern she susan her away in full renam meteor with hughlauri anim covert"
1726,iron man,"cave, marvelcinematicunivers action malibu toni of suit robertdowneyjr. jonfavreau uniqu held marvelcom weapon be to agentcoulson engin ironman stark sciencefict afghan creat a aftercreditssting armsdeal billionair adventur after an evil. middleeast in basedoncomicbook armor jeffbridg superhero terrencehoward captiv fight tonystark counterterror"
44826,hugo,"use gadget connect drama believ benkingsley secret to is regard memori doesn't god-daughter. past. contains. key melies, filmmak fix martinscorses adventur him without from ha 3d adventure-seek other live (mechan hugo boy find put learn uncl buri asabutterfield who old surpris a need famili automaton, unlock special orphan with robot legbrac which some of running. filmdirector adventures, have 1930 man the librari clock hi man) left automaton toy an meet discov sachabaroncohen thing that and work station keep onli he paris. on father they insid doberman in dead shopkeeper, hide wall georg love train it"
8487,wild wild west,stop up southern arliss assassin presid gunfight action and can plans. thwart u.s. legless kevinklin onli to the him: dr. rekindl two master-of-disguis steamlocomot by western basedontvseri sciencefict war men artemu west adventur kennethbranagh loveless team barrysonnenfeld plan steampunk loveless' grant. drag gordon. willsmith jame inventor must civil comedi
1735,the mummy: tomb of the dragon emperor,"supernatur time, fantasi son abus action 2,000-year-old for thi of china, return world pursu and brendanfras help enlist to johnhannah power. quash the against travel domination. hi emperor' a rick adventur robcohen han dynasti an him so-cal from emperor archaeologist pit quest dead who' jetli o'connel wife 'dragon"
297761,suicide squad,"comic sentences. crime fantasi dccomic mission action for of antihero squad, high-risk villain act op the secretmiss unit undertak who deniabl margotrobbi sciencefict supervillain asset commut black adventur an exchang team prison dcextendedunivers from daviday come incarcer in as state joelkinnaman government, sharedunivers willsmith superhero suicid dc"
2698,evan almighty,support congressman prepar johngoodman fantasi natur laurengraham and for evan marriedcoupl rescu ark noah'sark to marriag great baustel tomshadyac tell stevecarel a father dailylif build contact duringcreditssting him an famili fathersonrelationship god faith baxter in anim flood. comedi
137113,edge of tomorrow,"timewarp begin alieninvas at exoskeleton seen dougliman loop. action and unceremoni of emilyblunt within physic thrown again combat. cage restart is he to the time tomcruis major manag who forc offic war a same sciencefict kill awaken back militaryoffic dejavu drop into an down contact alien dystopia day when take die him minutes, combat soldier ha again... - as with demot him. brendangleeson never alpha fight bill"
9804,waterworld,"futurist beauti enola, map polar ocean prison. action and trio which of world along young rickavil chaimgirafi water barmaid rescu covet tattoo island 'dryland' liquid have float mutant to is the menac soon enola' kevinreynold back. – hi who on charge, a escape, off cap they where ship. planet, but target adventur doomsday ice kevincostn dystopia becom from pirat her earth in melt with made sail aboard seafar"
14869,g.i. joe: the rise of cobra,"militari presid polar chaos. evil thriller explos action scientist latest and of use world equip dealer organ laser destro secret cobra warhead to caps, the grow hostag deep technolog attack dennisquaid them stephensomm sciencefict egyptian plung threat into adventur ice spi arm team mysteri from corrupt govern reveng channingtatum desert terrorist next-gener in prevent joe murder elit below marlonwayan g.i. fight"
150540,inside out,"petedoct everyday for fear, life. midwest can drama be joy, to is uproot city, cartoon guid where when from 3d us, as riley' tri live best san import except disgust positive, although grow amypoehl francisco. who navig a famili control riley, her francisco, comedi emotion, new turmoil all adjust of it' move most center the through duringcreditssting life advis unicorn anger, like sadness. thing up emot headquarters, and imaginaryfriend kid hous keep phyllissmith help mind, riley school. road, how ensu bumpi struggl start by on conflict father job they main insid - in no anim richardkind headquarters. dream"
